themes,projet,section,title,contenu,author,type,created_at,updated_at,id
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,interdire les repas végans dans les cantines,"Ari c'est bien justement parce que l'état est laïque que les régimes
communautaires et idéologiques n'ont pas leur place dans les cantines
scolaires , pour la restauration collective adulte c'est un autre problème

",paysanne,pour,2017-08-16T13:02:27+0200,2017-08-16T13:02:27+0200,643de241-8272-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,manger vegétalien,"Je suis d'accord sur le manque énorme d'information de la population sur le
régime végétarien équilibré. Juste une nuance : sans aller jusqu'au zéro
production animale à court terme, faire un effort maximal pour de l'élevage et
une pêche écologiquement et socialement responsables et respectueux du bien-
être animal. ça sera plus cher au kilo d'aliment d'origine animal mais en
augmentant la part végétarienne, on compense.

",NicolAg,pour,2017-07-21T14:37:42+0200,2017-07-21T14:37:42+0200,64423cf8-6e11-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,En accompagnant la transition écologique vers une relocalisation de la production,"J'ai regardé où sont les Ruches près de chez moi; je n'en vois vraiment pas
l'utilité! Exemple: Ruche au fort de Tourneville au Havre! Pourquoi passer par
la Ruche du fort de Tourneville alors qu'il y a plusieurs marchés, au Havre, à
Ste-Adresse et dans toutes les communes environnantes, plus des agriculteurs
ou maraîchers à proximité, qui pratiquent la vente directe, chez eux plusieurs
fois par semaine.

",ALEX,contre,2017-08-07T15:21:58+0200,2017-08-07T15:21:58+0200,6455add3-7b73-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,arrêter tout élevage intensif des animaux d'élevage,"Pas d'intégrisme SVP Les pays pauvres sont plutôt satisfaits de leurs usines à
poulet pas cher A chacun sa limite intensif - extensif...

",Vincent,contre,2017-07-31T16:27:32+0200,2017-07-31T16:27:32+0200,64565bbe-75fc-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Problème,Il existe un décalage important entre les souhaits exprimés par les consommateurs et leurs pratiques quotidiennes,"Il y a quand même de plus en plus de monde dans les magasins bio et de
nombreuses initiatives fleurissent dans le sens du responsable et équitable.

",Neinlahr,contre,2017-08-09T08:02:57+0200,2017-08-09T08:02:57+0200,64624fd9-7cc8-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Taxe carbone et/ou aide verte,"Dans le prolongement de cette idée, mettre en place une ""carte vitale
environnement"". Attribuer des points aux produits bénéfiques ( label officiels
etc...) par exemple de 1 à 10, facilement identifiable dans les rayons. Donner
à consommateur l'outil pour agir (la carte) lui permettant de cumuler des
points en fonction de ses achats. Convertir ces points en crédit d'impôt. Au
final le système permet de donner une valeur aux produits que l'on souhaite
voir développer, de donner au citoyen la possibilité de se former et d'être
compensé par son acte citoyen.

",DELANGLE,pour,2017-07-20T20:43:58+0200,2017-07-20T20:43:58+0200,6463eaa8-6d7b-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Fonctionnariser les agriculteurs qui le souhaitent selon une charte d'agriculture biologique et végétale,"Mr Bocet , il n'y a aucun interdit dans un pays démocratique

",perrine,contre,2017-08-29T18:44:57+0200,2017-08-29T18:44:57+0200,64807472-8cd9-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,"Adapter les productions aux attentes des Français, et certainement pas l'inverse","La qualité nutritionnelle des aliments de base (fruits et légumes en première
ligne) est en chute libre depuis les années 1950. L'apport en micronutriments
(indispensable à la bonne santé, l'immunité etc.) est, selon les légumes,
entre 10 et 100 fois inférieure au ""même"" produit d'il y a cinquante ans (ou
de variété ancienne). Le consommateur n'est pas du tout informé (ou alors pas
intéressé) de/par ces données-là. D'autre part, on sait aujourd'hui que les
aliments dont le rythme de consommation a explosé depuis l'industrialisation
de la production alimentaire ont une responsabilité importante sur le
déclenchement de plusieurs maladies.. Par exemple, les dernières études sur
les déclencheurs du diabète montrent que les graisses animales ont un rôle
essentiel pour développer cette maladie. Elles emprisonnent le sucre issu de
l'alimentation, et ne permettent pas sa bonne circulation et élimination, ce
qui amplifie les soucis liés à une trop grande consommation de sucre. Hors, le
consommateur choisit ses aliments en fonction d'un paramètre aujourd'hui
omniprésent : le marketing, et de ses préférences gustatives. Le corps humain
a tendance à être attiré par le sucre et le gras car c'est ce qui permet de
faire des réserves. Bref, NON, il ne faut surtout pas adapter la production à
l'attente des français car le français est: 1- mal renseigné 2- peu intéressé
3- gourmand et friand d'aliments nocifs pour sa santé 4- il n'a pas envie de
payer + pour sa santé donc il vaudrait mieux diminuer les facteurs à risque.

",Ari,contre,2017-07-21T11:45:55+0200,2017-07-21T11:45:55+0200,64882bbb-6df9-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Améliorer l’étiquetage concernant la composition en produits chimiques,"Quid des résultats d'eau potable qui arrivent toujours nickels alors que l'on
sait que certaines sources d'approvisionnement ont des problèmes récurrents ?

",Sophie,pour,2017-07-24T15:02:47+0200,2017-07-24T15:02:47+0200,64912f56-7070-11e7-92ee-fa163e947a7a
Exportation / International,Comment renforcer la politique française de coopération et d’aide au développement en matière d’alimentation ?,Solutions,"Envoyer des Casques Bleus agronomes dans les pays en difficulté de production agricole (y compris en France ?), par la mise en place des techniques simples d'Agriculture de Conservation","Une région du monde n'est habitée que si l'homme a su s'adapter à son climat,
son sol etc. Intérêt d'aller exporter nos idées partout ? Via les casques
bleus en plus ?! Laissons plutôt les population locales se réapproprier
l'agriculture et la production de leur subsistance en arrêtant de fourrer nos
sales pattes partout (bonjour les multinationales françaises en Afrique,
Amérique du Sud et Asie).

",Ari,contre,2017-08-16T16:15:44+0200,2017-08-16T16:15:44+0200,6492b273-828d-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Interdire l'élevage d'animaux en batterie,"Les animaux en batterie ne sont pas mal traités. c'est comme un cytadin qui
passe ses journées à travailler dans un bureau emportant ces métiers sont
nécessaires pour un bon fonctionnement de l'activité économique. Seriez vous
plus efficace au travail si vous deviez travailler sur votre ordinateur et
manipuler des papiers en plein air avec de la pluie, du soleil d'été, du vent
ou de la neige? je ne crois pas!!!

",Larribar,contre,2017-08-11T11:49:39+0200,2017-08-11T11:49:39+0200,649d9a83-7e7a-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,Les produits d'origine animale sont intrinsèquement nocifs pour la santé au long terme selon la littérature scientifique,"@ paysanne, vous ne savez manifestement pas de quoi vous parlez. Les produits
alimentaires d'origine animale sont toxiques au long terme pour la santé et
certains d'entre eux ont déjà été classés carcinogènes par l'OMS. Ce n'est pas
une question d'opinion, de pour ou de contre, c'est un fait, indubitable et
prouvé par des méthodes scientifiques contrôlées ne laissant pas la moindre
place au doute. Il suffit de regarder le taux moyen de cholestérol par exemple
dans les populations rurales chinoises ayant principalement une alimentation
végétale (comme documenté dans l'étude Chine-Cornell-Oxford) et vous verrez
que même les végétariens français qui sont en-dessous de la moyenne nationale
restent très au-dessus de leur taux de cholestérol.

",bocet,pour,2017-08-15T11:59:13+0200,2017-08-15T12:05:32+0200,64c35f6f-81a0-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Mettre en place une campagne de sensibilisation des producteurs,"""Menée par les pouvoirs publics"" pour le financement et la couverture
nationale pourquoi pas, à condition qu'ils soient accompagnés d'organisations
citoyennes et associations (Fermes d'Avenirs, Colibris...) pour la pédagogie
et la supervision des valeurs défendues.

",Nicole,pour,2017-07-20T11:18:28+0200,2017-07-20T11:19:15+0200,64c3faff-6d2c-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,"Un prix de vente de l'agriculteur, fixé par l'agriculteur","Quand vous allez faire vos courses a Leclerc , vous ne pouvez pas discuter du
prix et vous payez : il faut la même chose pour le prix que veut chaque
agriculteur !!

",Henri Henry,pour,2017-08-26T19:09:59+0200,2017-08-26T19:09:59+0200,64ca14ad-8a81-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Problème,Les coûts de production augmentent mais pas les prix,"La TVA sociale permettrait de compenser un peu les distorsions de concurrence
de produits importés de pays à faible coûts salariaux

",marie,pour,2017-08-21T20:34:40+0200,2017-08-21T20:34:40+0200,64d07568-869f-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Problème,Les nouveaux modes de production se développent mais peinent à suivre la demande en forte croissance,"l'agriculture conventionnelle industrielle est autrement avide de capitaux et
source de risques qu'une agriculture familiale nombreuse et créatrice
d'emplois locaux.

",thierrymaite,contre,2017-07-31T16:41:52+0200,2017-07-31T16:41:52+0200,64d09109-75fe-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,"Mettre en place des projets expérimentaux de ‘grappes de fermes’ pour expérimenter, former, et développer de nouveaux modèles alimentaires territoriaux.","Les arguments favorables pour ce nouveau métier sont 1. d'avoir une vision
globale de toute la filière : la prise de recul facilite la gestion du
développement de ce modèle de rupture qui a besoin d'être solidement managé ;
2. de permettre le suivi d'implantations régionales : avec une expertise
spécifique du territoire, et pour développer le potentiel des territoires. Ces
éléments donnent du sens à la viabilité de ces ""écosystèmes"" sur le long terme

",Alice,pour,2017-08-08T19:31:20+0200,2017-08-08T19:34:28+0200,64d0f4f9-7c5f-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Les gains de productivité de l'agriculture (par actif) sont supérieurs à ceux des secteurs d'aval et d'amont dont elle dépend : la rente est captée par ces secteurs,"C'est avant tout le consommateur qui dirige et oriente les productions et la
qualité par le prix des produits agricoles. Si les consommateurs décident de
manger mieux et peut-être moins pour un budget quasi équivalent voir un peu
supérieur. L'amont et l'aval suivront. Reste à conserver une marge suffisante
à l'agriculteur producteur

",Cricridu44,pour,2017-08-28T18:10:21+0200,2017-08-28T18:10:21+0200,64dce2e2-8c0b-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Promouvoir la vente directe en ferme ou distributeur automatique en ville géré par les producteurs,"Aider l'implantation des circuits courts tels que les amaps ou les marchés
locaux permet aussi de créer du lien social et augmenter la sécurité
alimentaire en cas de crise économique de grande ampleur.

",frederic.m,pour,2017-08-15T10:54:48+0200,2017-08-15T10:54:48+0200,64e85f44-8197-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Étendre l’application du logo nutritionnel “Nutri-score”,"La malbouffe est l'un des drame actuels, avec son lot de maladies et
d'exploitations inique: exploitation des animaux, de la nature, des
ouvrier.e.s et des consommateurs et consommatrices qui achètent les yeux
fermés des produits néfastes pour leur santé. Un étiquetage honnête serait
indispensable.

",LN GO,pour,2017-08-10T17:41:36+0200,2017-08-10T17:41:36+0200,64fd44e7-7de2-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Problème,Les nouveaux modes de production se développent mais peinent à suivre la demande en forte croissance,"L'agriculture biologique ne se développe pas parce qu'elle ne correspond pas à
l'éthique sociale du métier d'agriculteur : offrir une nourriture diversifiée,
en quantité non limitante, de qualité respectueuse de la santé du consommateur
et accessible au plus grand nombre. L'agriculture biologique ne répond pas à 3
de ces critères (diversité, abondance, coût limité). Jacky Réveillère

",xx,contre,2017-08-28T16:30:09+0200,2017-08-28T16:30:09+0200,650bb73b-8bfd-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,"limiter les traitements chimiques par la technologie : drône, robot","Oui , tout outil de limitation des traitements chimiques est pertinent. Mais
comme toute règle elle doit être accompagnée de modalités de vérification ,
d’évaluation de son efficacité à long termes, de contrôles effectifs
indépendantes et des sanctions en cas d'abus. L'édiction d'une règle n'est
qu'un premier pas.

",JulyH,pour,2017-07-25T15:58:53+0200,2017-07-25T15:58:53+0200,6513ce02-7141-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,Interdire les nitrites dans la viande,"Les nitrites participent à la sécurité alimentaire. Les supprimer obligerait à
réduire considérablement les DLC. Ainsi, le gâchis sera plus important et les
prix de vente s'envoleront. Qui en sera satisfait ?

",Alvi,contre,2017-08-03T12:06:18+0200,2017-08-03T12:06:18+0200,6520317b-7833-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Mieux orienter les campagnes de communication et sensibiliser sur les risques,"Il ne sert à rien de faire une campagne de communication s'il n'y pas un débat
citoyens sur les pratiques agricoles. Les consommateurs veulent du bio pas
cher (ou des produits sans pesticides), un élevages décent ou les animaux sont
traités avec dignité, bref de la qualité. Le pb est la sécurité sanitaire à
long terme pour le consommateur (pesticides) et la souffrance animale (sujet
qui va croître dans les prochaines années). Il y a trop de flou sur ces
sujets. L'idéal serait de faire une conférence de citoyens à ce sujet avec des
experts et des citoyens pour avoir un avis. Ce n'est pas avec une campagne de
communication qu'on résoudra les pb!

",Antoine Jury citoyen,contre,2017-08-08T09:37:13+0200,2017-08-08T09:37:13+0200,6523ff50-7c0c-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Lutter contre l'artificialisation des sols,"que les élus cessent de tout céder aux investisseurs;qu'ils prennent en compte
l'intérêt général en protégeant les terres.

",ALEX,pour,2017-08-08T18:41:14+0200,2017-08-08T18:41:14+0200,652d5211-7c58-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,taxer la mal-bouffe,"il est nécessaire de définir ce qu'on entend par ""taxer la mal bouffe"" car
cela risque fort de pénaliser encore plus les ménages les moins aisés, les
populations les plus précaires

",Marie-Paule D'HAESE,contre,2017-07-21T15:56:28+0200,2017-07-21T15:56:28+0200,65414db7-6e1c-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des relations commerciales déséquilibrées,"je suggère que la filière de production agricole développe le plus possible la
création de Coopératives chargées de transformer, stocker ( sous forme non
perissable) et lancer sur les divers circuits de distribution. je prends
l'exemple de la Nouvelle Zélande = 5 millions d'habitants, des éleveurs NON
SUBVENTIONNES qui stockent le lait en poudre et les agneaux + boeufs congelés
avant de vendre au meilleur prix.

",jaco63,pour,2017-07-31T12:02:43+0200,2017-07-31T12:02:43+0200,65748edf-75d7-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des normes plus ou moins exigeantes et d’application inégale,"La difficulté pour nos agriculteurs vient des normes imposées sur les modes de
production, avec des obligations et des interdictions pour nos agriculteurs.
En revanche, elles ne s'appliquent pas aux produits, donc des produits
étrangers ne suivant pas le normes de production françaises peuvent rentrer
sans problème sur notre marché, à un prix inférieur à celui de nos produits
Français, c'est de la concurrence déloyale pure et dure.

",ID45,pour,2017-07-21T09:22:46+0200,2017-07-21T09:22:46+0200,65758b95-6de5-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Lever les contraintes de la loi semencière,"ne pas oublier quand France il y a des entreprises semencières de tailles
moyennes et petites les entreprises petites et moyennes sont le fer de lance
de la lutte contre le chômage. pour les variétés anciennes d'arbres fruitiers
(c'est oui) et il faut arrêter de croire que les variètés anciennes vont
apporter à l'agriculture biologique des solutions innovantes dans le secteur
des cereales

",herve ravillion,contre,2017-08-09T09:50:21+0200,2017-08-09T09:50:21+0200,6579e055-7cd7-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,Les crises climatiques favorisant le développement des maladies et parasites,"maladies et parasites ont toujours existé et ont toujours participé à la
réduction de la quantité et de la qualité des produits agricoles ils sont
surtout véhiculé par le transport mondial de marchandise

",herve ravillion,contre,2017-07-27T18:05:22+0200,2017-07-27T18:05:22+0200,6586b60c-72e5-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,trop de chaines qui nous entravent,"ari tout ce que vous dénoncez vient de l'industrie en amont ou aval et non de
l'élevage en lui même .Les exploitations grosses ou petites sont controlées de
la même manière .Si il n'y avait pas e^ut de controle le scandale des oeufs
n'auraient jamais eût lieu , par contre beaucoup d e trop de normes sont
imposées dans les exploitions qui pour certaines n'ont aucun sens , voir se
contredisent avec d'autre normes .Beaucoup n'ont qu'un sens de récupération
d'argent pour des détails sans danger pour le consommateurs .Comme pour tout
trop d e normes sont un frein à l'esprit d'entreprise .Nous avons tous des
projets que nous ne menons pas à terme pour justement éviter la prise de tête
à monter des dossiers compliqués

",paysanne,pour,2017-08-20T21:40:18+0200,2017-08-20T21:40:18+0200,658c0623-85df-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Solutions,"Améliorer le dispositif d’appui à l’export : plus simple, plus lisible, plus réactif, plus collectif","Nous devons tenir compte de l'empreinte écologique de l'internationalisation.
La production française doit alimenter en priorité le marché français, et le
marché français doit faire appel en priorité à des produits français, quitte à
réduire la diversité des produits proposés à la consommation.

",MLo,contre,2017-07-26T14:10:20+0200,2017-07-26T14:10:20+0200,659b285d-71fb-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Mettre en place des schémas territoriaux de lutte contre l’insécurité alimentaire,"Encore faudrait-il ne pas réduire les subventions de l' État à ces
collectivités territoriales ou associations !!!

",xadda33,pour,2017-08-28T17:56:03+0200,2017-08-28T17:56:03+0200,659ba6ea-8c09-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Une concurrence internationale intense,"Avoir une démarche ""offensive"" à l'export en misant non pas sur la quantité
mais sur la qualité. La qualité et la sécurité des produits alimentaires
européens sont reconnus mondialement, il n'y a qu'à voir un rayon de lait
maternisé chinois. La gastronomie française a encore une forte reconnaissance
internationale. Faisons de la sévérité de nos normes un atout et non un
handicap.

",Catherine Vietor,contre,2017-07-21T17:22:23+0200,2017-07-21T17:22:23+0200,65a12128-6e28-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Les lycées agricoles ne sont pas suffisamment outillés pour enseigner les nouveaux modes de production,"Outre les moyens matériels, le plus important reste les qualités, ou les
défauts, des enseigant(e)s... Et découle donc de leur formation, de leur
motivation, de leur ""aura"" auprès des élèves, de leur force de persuasion...
Ca ne fait pas tout mais presque... Un autre facteur fondamental est l'échange
entre élèves, l'ambiance des classes et des différents groupes. On s'identifie
beaucoup à ses pairs, on influence et on se laisse influencer en commentant la
prestation d'un prof à la pause... Cela peut disqualifier largement ce qui
vient d'être dit. Et là entre beaucoup en compte ce qui est apporté de
l'extérieur, son expérience à la maison ou en stage, une lecture...

",Raphaël Baltassat,contre,2017-07-22T17:14:02+0200,2017-07-22T17:14:02+0200,65a73a2e-6ef0-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Renforcer le rôle de l’Etat en matière de sécurité sanitaire de l’alimentation,"Il faut une définition scientifique INDÉPENDANTE des risques sanitaires !

",Beniben,pour,2017-07-27T21:47:17+0200,2017-07-27T21:47:17+0200,65cb1dea-7304-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Valoriser différement les produits végétaux,"les végétaux doivent rester à l'alimentation . Ne pas servir la production
d'énergie ou autre .Seul les sous produits peuvent être utilisés dans ce cas

",perrine,contre,2017-08-10T18:17:25+0200,2017-08-10T18:17:25+0200,65ddbea6-7de7-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Faisons de la conversion au bio une priorité pour l’agriculture de demain,"La France consomme de plus en plus de produits issus de l'agriculture
biologique. Ce sont des produits à plus forte valeur ajoutée, qui préservent
mieux notre terre et nos paysages, qui créent plus d'emplois. Produisons ce
dont nous avons besoin : c'est pour la santé de tous (producteurs,
consommateurs), mais pour notre économie à court, moyen et long termes. Même
les arguments économiques plaident en faveur de conversions plus nombreuses.
Il est affligeant d'importer du bio et d'exporter des produits qui dégradent
nos sols, la santé de nos agriculteurs et des riverains. C'est une agriculture
plus technique, plus délicate, qui demande une meilleure formation : c'est
donc une activité de pointe plus valorisée et plus difficile à concurrencer.

",TimToury,pour,2017-08-23T15:10:12+0200,2017-08-23T15:10:12+0200,65df9ae5-8804-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,La surabondance d’informations sur l’emballage,"Cela doit être vraiment lisible avec des codes couleur pour la composition
(gras, sucre etc..) provenance et lieu d'abattage, date de péremption.

",Nicky,pour,2017-07-29T22:56:30+0200,2017-07-29T22:56:30+0200,65e2eb25-74a0-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,consommer localement,"attention à ce que l'on met dans consommer localement.c'est tres important
mais ne peut etre généralisé.les bassins de consommation ne sont pas toujours
situés proches des bassins de production.

",Jérôme,contre,2017-07-20T12:44:24+0200,2017-07-20T12:44:24+0200,65e3abe0-6d38-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Développer l’économie circulaire en augmentant notamment les installations de compostage et de méthanisation,"Cette confusion entre économie circulaire et autonomie énergétique est bien
triste Dans quel schéma d'écologie industrielle s’insère une ferme des 1000
vaches?

",bungener,contre,2017-08-29T22:55:32+0200,2017-08-29T22:55:32+0200,65e52a3a-8cfc-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Le corps agricole a échoué à nourrir la population sans la rendre malade,"@ paysanne, votre argument ne tient pas la route. Je ne m'intéresse pas aux
choses abstraites, je m'intéresse à la réalité factuelle, qui est que l'eau
utilisée pour l'élevage et les cultures non comestibles pour l'homme qui y
sont associées, sont autant de ressources en eaux non utilisées pour
réellement nourrir de manière abondante et saine la population via une
alimentation végétale à base d'aliments complets. Comparativement, les
ressources en eaux utilisées seraient beaucoup mieux orientées et rentables
dans une agriculture purement végétalisée. Pour la même quantité d'eau, l'on
peut nourrir beaucoup plus d'être humains de manière saine avec une
agriculture végétale qu'avec une alimentation carnée qui rend malade les
consommateurs au long terme.

",bocet,pour,2017-08-17T23:24:05+0200,2017-08-17T23:24:05+0200,65ecbbff-8392-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Problème,Il existe un décalage important entre les souhaits exprimés par les consommateurs et leurs pratiques quotidiennes,"Plutôt que l'expression de leur vécu, de leurs préoccupations quotidiennes et
de leurs attentes, les déclarations des sondés ne seraient-elles pas
influencées par les campagnes des lobbyistes de tout poil, relayées sans
analyse ni critique par les médias majeurs ? Si près de 90% des français
choisissent leurs aliments pour rester en bonne santé, alors, c'est sûr, il y
a un décalage de taille interplanétaire. Et puis qui, quoi, pour certifier ce
qui est sain et ne le serait pas ?

",Alvi,contre,2017-07-31T16:06:07+0200,2017-07-31T16:06:07+0200,66300b39-75f9-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Etiquettage des produits,"qui validera la photo ? pour un produit transformé, plusieurs types d'élevage
peuvent exisiter suivant les cours du marché, les tendances ! et encore des
photos en plus sur un étiquetage surchargé ? Oui sui l'idée de la transparence
agricole, mais pas sur l'étiquette.

",caroline,contre,2017-07-27T07:06:50+0200,2017-07-27T07:06:50+0200,6632d2d2-7289-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,L’absence de séparation entre le métier de conseil et de vente d’intrants,"les coopératives ont pour vocation de créer de la valeur dans les
exploitations et d'optimiser le retour économique vers les adhérents, c'est
leur raison d'être.Agriculteurs et Coopératives travaillent déjà dans le cadre
de l'Agriculture raisonnée

",Desaivres,contre,2017-07-27T22:51:44+0200,2017-07-27T22:51:44+0200,66513083-730d-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des relations commerciales déséquilibrées,"Il existe peu de circuits courts entre les producteurs et les consommateurs.
La grande distribution est un intermédiaire presque systématique.

",Anne,pour,2017-07-20T09:59:47+0200,2017-07-20T09:59:47+0200,665d4984-6d21-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Renforcer la formation en nutrition des professionnels de santé,"La pseudonutrition s'étend aussi sur internet et une formation à la nutrition
de tous les pros est effectivement essentielle de nos jours.

",Thibault Corneloup,pour,2017-07-20T20:36:52+0200,2017-07-20T20:36:52+0200,665e01c3-6d7a-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Renforcer la recherche portant sur les risques émergents de contamination chimique et les moyens de détection et d’analyse,"Je lis dans les commentaires ""interdisons tous les pesticides"". Les pesticides
ont une utilité pour assurer une alimentation saine et en quantité suffisante.
L'homologation des pesticides est très encadrée, de même que leur utilisation.
Continuons de travailler sur les bonnes pratiques d'utilisation pour
s'inscrire dans un processus d'amélioration continue de la sécurité
alimentaire (sécurité de très haut niveau dans notre pays, ayons-en
conscience).

",Hub,pour,2017-08-07T09:59:54+0200,2017-08-07T09:59:54+0200,666023e5-7b46-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Créer une plateforme numérique collaborative pour les exploitants agricoles,"Pour données de bonnes idées....

",Sophie,pour,2017-07-24T14:55:41+0200,2017-07-24T14:55:41+0200,6661f57e-706f-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Comment mieux informer les consommateurs ?,"Les étiquetages ""label de qualité"", région et nutriments existent ; trop
d'info tuent l'info

",bibu,contre,2017-07-29T10:46:22+0200,2017-07-29T10:46:22+0200,66807e10-743a-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Rendre leur Liberté de semence,"A condition qu""elles soient bio.

",Jlghl43,pour,2017-07-21T07:21:07+0200,2017-07-21T07:21:07+0200,668cc712-6dd4-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,gestion d'entreprise avec couts reels,"Tu sembles ignorer que beaucoup d'aides PAC (2° pilier) vont déjà à la
filière, voire aux collectivités locales pour planter des fleurs.

",jp18,contre,2017-07-30T23:02:30+0200,2017-07-30T23:02:30+0200,66a8a3b9-756a-11e7-92ee-fa163e947a7a
