themes,projet,section,title,contenu,sourcesCount,votesCountOk,updatedAt,connectionsCount,createdAt,votesCountNok,author,pinned,votesCount,argumentsCount,versionsCount,votesCountMitige,id
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Rétablir la consigne pour les emballages,"Un geste simple qui existait en France avant son abandon, et qui existe encore
dans d'autres pays Européens (Allemagne, Belgique notamment) serait de
rétablir la consigne sur les emballages alimentaires.

",0,24,2017-07-21T15:14:59+02:00,0,2017-07-21T15:14:59+02:00,1,kev62000,False,25,3,0,0,995e716b-6e16-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Limiter les coûts de productions en encourageant les coopératives,"Le partage de certains moyens de production et de distribution permettrait une
diminution évidente des coûts. Une aide versée aux agriculteurs leur
permettant dans un premier temps avec des conditions pour mieux s'organiser
serait souhaitable.

",0,12,2017-07-20T10:22:41+02:00,0,2017-07-20T10:22:41+02:00,0,Anne,False,15,1,0,3,99632853-6d24-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Une solution parmi d'autres : favoriser les circuits courts dans la restauration scolaire,"Pour à la fois, obtenir des produits de qualité et rémunérer les producteurs,
il est possible d'approvisionner les cantines scolaire en circuit court, avec
des produits issus de l'agriculture biologique, paysanne, intégrée, raisonnée
... tout en respectant les budgets et le droit de la concurrence. Il s'agit
d'avoir un intermédiaire entre les producteurs et l'établissement. L'appel
d'offres permet de sélectionner des produits pour répondre spécifiquement aux
besoins. Grâce au seul intermédiaire qui répond à l'appel d'offres, les
producteurs sont rémunérés en toute transparence à un juste prix et il est
possible de recréer un lien direct entre producteurs et consommateurs
(enfants).

",0,55,2017-07-20T12:24:22+02:00,0,2017-07-20T12:24:22+02:00,0,Alexandre CHAMBERLAND,False,57,1,0,2,997a5119-6d35-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,"La gastronomie végétale est plus riche, plus diversifiée et meilleure pour la santé et l'environnement que la gastronomie animale","En mettant en avant la gastronomie végétale saine (non raffinée, non
excessivement transformée ou avec des graisses, sel et sucres ajoutés) et en
mettant en avant un modèle agricole végétal et écologique, nous pouvons mieux
valoriser le bon travail des agriculteurs tant au niveau local, national
qu'international, et inciter l'ensemble du monde agricole à s'orienter vers
des choix plus responsables tant pour la santé humaine que pour
l'environnement.

",0,0,2017-08-14T09:53:02+02:00,0,2017-08-14T09:53:02+02:00,0,bocet,False,0,0,0,0,99a48432-80c5-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,informer les consommateurs sur la façon dont on a acceleré le murissement des fruits ou de la façon dont on l'a retardé,"Il y a une opacité regrettable sur la façon dont les fruits sont traitès après
la cueillette. ,Il est quand même bizarre de constater que souvent,les fruits
achetés"" vert ""ou ""dur"" au supermarché,murissent soudainement à la maison ,qd
ils ne pourissent pas qq fois aussi vite. Combien de fois j'en ai jetés avec
le sntiment de m'être fait volé!A l'inverse et c'est encore plus inquiétant,
certains fruits paraissent ""figés"" pour l'éternité et ne bougent plus. Par
quels procédés?????????........Comment ont-ils été traités?on aimerait le
savoir!Qd est-il de la qualité nutitionnelle de ces fruits? sur le plan de la
teneur en vitamines,oligo éléments extrêmement importants pour notre
santé?????A comparer avec des fruits arrivés à maturité sur l'arbre par
exemple?ça ne sert à rien de manger des fruits qui n'ont plus aucune teneur en
vitamines ou si peu!!!Et les fruits secs,comment sont-ils traités?????J'ai le
sentiment que le consommateur dans tout cela n'est pas respecté ni sa santé
considérée.

",0,1,2017-07-27T17:45:22+02:00,0,2017-07-27T17:45:22+02:00,0,cad,False,1,0,0,0,9a100621-72e2-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,"Developper l'agriculture de conservation, basée sur le semi direct, qui remet la vie du sol et les auxiliaires au coeur du système de production.","L'agriculture de conservation, privilégie le semi direct, les couverts
végétaux et replace l'agronomie au cœur du système de production. Elle permet
d'économiser des intrants tout en piégeant plus de carbone. C'est un excellent
compromis entre le bio et le conventionnel.

Il faut favoriser ce mode de production en créant un label.

",0,10,2017-07-26T14:33:17+02:00,0,2017-07-26T14:33:17+02:00,0,Geoffroy,False,13,4,0,3,9a4b413f-71fe-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,L'origine des produits doit être facilement lisible sur tous les produits,"Pourquoi ne pas rajouter un logo sur tous les produits (frais et transformés)
du type:

-**Tricolore** pour ""Produit en France"" ou ""Transformé en France uniquement avec des produits d'origine France""

-**Européen** pour ""Produit dans l'UE"" ou ""Transformé en France avec des ingrédients produits dans l'UE"" ou ""Transformé dans l'UE avec des ingrédients produits dans l'UE"".

-Pas de logo pour les provenances des Pays Tiers.

Cela ne remet pas en cause le principe de la libre-circulation mais donne une
information rapide sur l'origine, la complexité des circuits......

",0,0,2017-08-23T19:22:12+02:00,0,2017-08-23T19:22:12+02:00,0,Ge,False,0,0,0,0,9a71bf28-8827-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Solutions,Mise en place d’une harmonisation sociale européenne ou au moins une convergence sociale européenne,"Il est important que l’Europe et plus particulièrement l’Euro groupe crée une
politique de l’emploi commune, pour éviter les dérives pratiquées dans la
politique sociale de certains Etats membres.

",0,5,2017-08-02T12:23:18+02:00,0,2017-08-02T12:23:18+02:00,0,Les Producteurs de Légumes de France,False,5,1,0,0,9abdfce0-776c-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Favoriser l'agriculture biologique,"Aider les agriculteurs à se reconvertir en agriculture responsable. Il
faudrait une volonté politique d'incitation à moins d'élevage, plus de
production biologique et donc moins de pollution des sols et des nappes
phréatiques. L'argent de l'état ne servirait plus à acheter des produits
phytosanitaire mais à construire une agriculture responsable et saine pour le
long terme. Après un coût de mise en route, sur le long terme de telles
mesures seraient moins onéreuses (moins de problèmes sanitaires, moins de
dépenses de santé, moins de pollution).

",0,22,2017-07-27T09:38:37+02:00,0,2017-07-27T09:38:37+02:00,2,laetitia.mangold,False,24,3,0,0,9ace499d-729e-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Un retour à la vrai culture BRF,"La nature est bien faite et se suffit à elle même, aujourd'hui, les champs
sont bombardés de produits pour contrer les maladies et augmenter le rendement
de la production agricole.

Quel résultats ?

Les sols sont completement saturés et assechés. On n'est obligé d'arroser et
d'apporter des nutriment que le sol ne peut plus donner à force de
maltraitance.

  

Alors comment faire ? laisser le sol se reconstruit et redevenir exploitable ?
changer de parcelle pour produire ?

  

Il existe aujourd'hui en France des gens qui ont observé la nature tout
simplement pour trouver une solution durable à tout cela.

  

Ils ont essayé de comprendre pourquoi dans nos forêts francaises, les plantes,
les arbres, qui ne sont pas arrosé pas l'homme, pas bombardés de produits
chimiques arrivent- à prospérer sans l'intervention humaine.

  

La solution s'appelle le BRF ,BRF = Bois Raméal Fragmenté = copeaux issus du
broyage des rameaux des branches

L''idée est de recréer dans nos champs et cultures diverses un sol forestier
naturement avec les rameaux de nos arbres qui poussent tous les ans et qui ne
sont pas utilisés à leur juste valeur.

  

On obtient de meilleurs rendements, une économie d'eau, plus de pesticides ni
de fongicides et un retour du vrai gout de nos produits.

  

Je vous laisse plus d'informations avec ce lien :
<https://www.youtube.com/watch?v=aNBDAzpmkRA>

",0,14,2017-07-20T10:44:43+02:00,0,2017-07-20T10:44:12+02:00,4,Vincent Godefroy,False,21,3,0,3,9b133de4-6d27-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,Interdisons totalement la présence d’OGM ou de produits issus d’OGM sur notre sol !,"  

La production d’OGM est interdite sur le sol français (bien que certains
plants OGM soient testés actuellement sur notre sol, sous l’égide de l’État…).
Pourtant de nombreux produits proposés dans nos commerces en contiennent. Si
nous résumons, nous interdisons la production d’OGM sur notre sol pour des
raisons de santé publique et, en parallèle, autorisons l’importation de
produits contenant des OGM. **N’y a-t-il pas une véritableincohérence ?
**Arrêtons de berner le consommateur en lui faisant consommer des OGM à son
insu. Donc _**Interdisons totalement la présence d’OGM ou de produits issus
d’OGM sur notre sol !**_

Il en est de même avec les pesticides. Il devient nécessaire de mettre en
conformité et en cohérence ce qui est importé avec ce qui est produit sur
notre sol. Il faut aussi interdire l’ensemble des perturbateurs endocriniens
identifiés comme tels ou qui le seront à l’avenir.

  

",0,86,2017-07-31T16:00:26+02:00,0,2017-07-31T16:00:26+02:00,5,BIOCOOP,False,91,1,0,0,9b20cd48-75f8-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,En valorisant tout simplement nos produits locaux,"Ceci en valorisant nos producteurs et artisans locaux en leur permettant de
distribuer leurs produits à des prix justes et équitables reflétant le travail
effectué. En favorisant les initiatives locales permettant une mise en
relation quasi directe entre producteurs et consommateurs en limitant les
intermédiaires. En mettant le numérique, aujourd’hui omniprésent, au service
du circuit-court et du « manger local » comme le permet [la plateforme
collaborative locavor.fr  ](https://locavor.fr/)

",0,1,2017-08-04T12:42:25+02:00,0,2017-08-04T12:42:25+02:00,0,locavor,False,1,0,0,0,9b2f5258-7901-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Mieux communiquer auprès des consommateurs,"Les producteurs et les différents maillons des filières alimentaires doivent
assurer la communication sur leurs produits. Les journalistes, pas toujours
spécialisés dans le domaine, n'apportent pas toujours une information
complète. Seule la profession peut assurer une communication transparente et
positive auprès des consommateurs.

",0,0,2017-08-04T14:15:30+02:00,0,2017-08-04T14:15:30+02:00,0,CM,False,0,0,0,0,9c0140d9-790e-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Généraliser la vente de produits en vrac dans la grande distribution,"pour cuisiner sans produits tous faits, transformés, bourrés d'additifs

",0,18,2017-07-20T23:23:00+02:00,0,2017-07-20T23:23:00+02:00,0,slyv,False,18,3,0,0,9c2c93a4-6d91-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Fixer les prix en tant réel par une organisation géré par les producteurs,"Le prix des produits vendus aux intermédiaires serait fixer par une
organisation gouvernementale dirigé par les producteurs des filières et
s'adapterait en temps réels aux quantités produites et aux quantités
demandaient. Cependant ce ne doit pas être main mise par l'Etat,
l'organisation ne fixerait que le prix du marché. Les producteurs seront
libres de choisir le prix de vente de leur bien. Il est important de garder le
jeu de la libre concurrence et d'éviter d'entraver de manières trop importante
celui-ci. Nationaliser serait assassiner les producteurs, créer des taxes à
l'import est puni par les lois européennes. Si un tel projet est mis en place,
il est évident que le prix du lait d'un producteur local reviendra moins cher
que celui d'un producteur éloigné. Des coopératives locales peuvent aussi être
la solution. En vendant leur production en grande quantités, ils peuvent
réellement et concrètement influencer la règle du plus offrant. Les
agriculteurs peuvent s'en sortir si ils coopèrent et ne se laissent pas divisé
par les acheteurs intermédiaires qui commandent en grande quantités, et qui
donc, fixent les prix.

",0,4,2017-07-24T18:17:38+02:00,0,2017-07-24T18:17:38+02:00,2,Benjamin Prrt,False,7,2,0,1,9c99d406-708b-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Encadrer la comminucation auprès des enfants,"Interdire les publicités pour les produits trop gras/salés/sucrés aurpès des
enfants que ce soit à la télé ou dans les publications type magazine jeunesse,
ou sur les sites internet pour jeune public ou sur les chaines youtube pour
jeune public

Interdire l'utilisation de cartoons, personnages animés etc sur les emballages
de produits trop gras salés sucrés. Que les paquets ne soient pas trop
attractifs.

Développer les produits sains pour enfants : mini carottes à croquer, galettes
de riz au lieu de chips etc

",0,7,2017-07-21T10:00:07+02:00,0,2017-07-21T10:00:07+02:00,0,Virginie,False,7,3,0,0,9cc658a9-6dea-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,"créer une journée de la cuisine française, en France puis UE puis partout ou ce sera possible.","Une journée par an avec force de communication et publicité , faire que les
produits et le cuisine francaise soit mise en avant avec des événement dans
les plus grandes villes d'Europe.

par le biais de l'alliance française ou bien de nos ambassades et consulats,
en y associant les résident français et les restaurateurs du pays.

Ce jour pourrait être ""La journée Brillat-Savarin"" ou ""Journée Taillevent""

  

",0,2,2017-08-03T14:38:11+02:00,0,2017-08-03T14:38:11+02:00,0,cirelocin,False,2,0,0,0,9cd3bcd8-7848-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Interdire la publicité pour les pesticides et les produits vétérinaires dans la presse agricole,"Une règlementation similaire à celle des médicaments humain doit s'appliquer
sur ces produits.

",0,40,2017-07-21T20:51:31+02:00,0,2017-07-21T20:51:31+02:00,8,Agrobio35,False,48,3,0,0,9cefa0af-6e45-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,REVENU D'ENTRETIEN DU TERRITOIRE,"Voilà une proposition qui avait été faite par une certaine Mme Lambert 1°femme
présidente en France (présidente CNJA)

Elle avait l'objet d'âpres débat au sein de la profession, qui n'admettait pas
qu'un agriculteur tire son revenu d'ailleurs que sa production.

  

Aujourd'hui hormis les zones de plaine, les secteurs viticole, et autres
particularités, force est de constater que le pays agricole est abandonné par
ses paysans. Normal, ses petits paysans ont été abandonnés par le pays. Pire:
combattus par une administration en charge d'imposer des normes, impossible à
appliquer pour des petites fermes sans terroirs riche.

La France a plus d'assistance et de compassion envers un clochard (ce qui est
normal) qu'envers un paysan (ce qui me semble anormal).

Je serai heureux de pouvoir comparer les suicides clochard/paysan. Peut-être
serions nous surpris.

  

Cette digression pour vous soumettre qu'à mon sens un paysan qui serait
rémunéré 15 000 euro /an (par UTH) pour entretenir x ha de surface en zone
difficile couterait pas plus cher qu'envoyer des canadairs éteindre les
buissons de buis qui poussent et meurent faute d'entretien.

Cette somme est moins couteuse qu'un chômeur

Cette somme maintiendrai au pays et entretiendrai le paysage.

Si cette somme était insaisissable elle assurerai au restant au pays, que
(quel que soit les conditions climatique ou autre) sa famille mangerait.

L'autoriser à cultiver ces terres là (du moment qu'elles soient propres) lui
donnerait la possibilité de gagner plus en travaillant plus.

Lui donner une possibilité de débouché (offre par internet de ses productions
incluant la livraison) lui assurerai une possibilité de profit conséquent.
Ceci revitaliserai ces zones en déshérence agricole.

Cette mesure ne déstabiliserait pas la production de masse existante (ce
territoire n'a pas de capacité de volume), mais ajouterai une offre produit
terroirs, et revitaliserai l'arrière pays.

  

Quel tourisme aurez vous si votre pays est peuplé de canadairs au lieu
d'agriculteurs?

Voilà la bonne question

",0,2,2017-08-14T12:59:15+02:00,0,2017-08-14T12:59:15+02:00,2,François L'Amouller,False,5,2,0,1,9d12248b-80df-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Mieux communiquer sur les bonnes pratiques de conservation des fruits et légumes et veiller à leur bonne application,"La durée de vie des fruits et légumes pourrait être optimisée :

\- dans les commerces, restaurants, cantines... par le suivi de bonnes
pratiques et le contrôle indépendant et obligatoire de leur bonne application
:température, hygrométrie, cohabitation, manipulation

  

http://www.interfel.com/medias/guide-conservation-fl-comite-conso-aprifel.pdf

  

\- par les consommateurs :par l'affichage en rayon d'informations à proximité
des produits par des logos simples : mode de conservation (température
ambiante ou réfrigérateur), durée de conservation, production d'éthylène,
sensibilité (éthylène, froid, choc, manipulation)... ; par la meilleure
diffusion de guides à suivre à la maison

  

http://www.biolineaires.com/articles/rayon-fruits-et-legumes/809
-l_optimisation-de-la-duree-de-vie-des-fruits-et-legumes.html#.WYHI1ulpzIU

https://www.consommerdurable.com/2015/04/comment-bien-conserver-ses-fruits-et-
legumes/

aussi envelopper la queue de bananes dans le plastique pour limiter la
diffusion d'éthylène :

http://fr.wikihow.com/emp%C3%AAcher-que-des-bananes-ne-m%C3%BBrissent-trop-
vite

  

",1,0,2017-08-02T15:00:52+02:00,0,2017-08-02T15:00:52+02:00,0,Woodtiger,False,0,0,0,0,9d5b10ff-7782-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,L'enseignement agricole,"L'enseignement agricole a encouragé une course à la productivité

",0,3,2017-07-22T10:56:13+02:00,0,2017-07-22T10:56:13+02:00,0,Isabelle Delemotte-Blarel,False,3,4,0,0,9d6828de-6ebb-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Les “mauvaises habitudes” de gaspillage alimentaire persistent,"L'Organisation des Nations unies pour l'alimentation et l'agriculture
estimait, en 2011, a plus de 30% la part de production alimentaire gaspillee a
l'echelle de la planete.

",1,173,2017-07-20T18:43:52+02:00,0,2017-07-20T18:43:52+02:00,4,Etats généraux de l'alimentation,True,189,25,0,12,9d6c7b28-6d6a-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,Manque de régulation ; Mauvaise gestion de l'offre et de la demande,"Aujourd’hui, les coûts de production sont bien trop souvent supérieurs aux
prix payés aux producteurs. Situation insoutenable causée par le **manque de
régulation** qui

\- baisse les prix des produits mais aussi

\- augmente la course aux prix bas impulsée par l’industrie agroalimentaire.

",0,7,2017-08-04T11:16:35+02:00,0,2017-08-04T11:16:35+02:00,0,Coordination Rurale,False,7,1,0,0,9d799dc3-78f5-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Encourager les modes alternatifs pour permettre aux plus vulnérables de subvenir à leur alimentation,"De nombreuses initiatives existent pour permettre aux personnes en situation
d'insecurite alimentaire de subvenir elles-memes a leur alimentation, au-dela
de la distribution alimentaire. Cela peut-etre des jardins partages, des
pratiques de glanage, la mise en commun des materiels de cuisine et de
stockage, des actions de solidarite sur un quartier…. Mais ces initiatives ne
sont pas suffisamment connues ou developpees.

Par exemple, l'association VRAC favorise le developpement de groupements
d'achats dans les quartiers prioritaires de la politique de la ville de
l'agglomeration lyonnaise. Le projet de l'association est oriente vers l'acces
du plus grand nombre a des produits de qualite issus de l'agriculture
paysanne/biologique/equitable a des prix bas, grace a la reduction des couts
intermediaires (circuits-courts) et superflus (limitation des emballages).
Ainsi, VRAC permet aux habitants de ces quartiers de s'inscrire dans un mode
de consommation durable et responsable, qui repose sur le collectif et les
dynamiques locales pour faire face a la precarite et proposer un autre rapport
a la consommation, a la sante et a l'image de soi. Ce type d'initiative doit
etre valorise et deploye.

",0,65,2017-07-20T18:36:43+02:00,0,2017-07-20T18:36:43+02:00,1,Etats généraux de l'alimentation,True,69,8,0,3,9ddd4cb0-6d69-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Supprimer certains intermédiaires.,"Supprimer des intermédiaires entre la production de la matière première et le
produit fini.

",0,32,2017-07-20T20:09:47+02:00,0,2017-07-20T20:09:47+02:00,3,Jean29,False,41,7,0,6,9dff9de6-6d76-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Favoriser la diversification des cultures,"Eviter les déserts vert de type monoculture catastrophiques pour les paysages
et la biodiversité

Réapprendre l'usage de certaines cultures dans l'alimentation animale afin
d'éviter le tout maïs

Intégrer dans les rotations des cultures fixatrices d'azote comme les pois-
protéagineux

Réinventer des débouchés pour le lin

",0,1,2017-08-22T15:39:21+02:00,0,2017-07-22T12:00:39+02:00,0,Isabelle Delemotte-Blarel,False,1,0,0,0,9e3be977-6ec4-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Mesurer la Valeur Ajoutée,"Valeur Ajoutée : Avant de partir du postulat qu'elle existe, et d'évoquer sa
répartition, il s'agirait de la mesurer. En respectant le Plan Comptable
Agricole bien entendu (sans les primes) et questionner la capacité des
systèmes de production à produire concrètement de la richesse

",0,1,2017-08-29T15:47:37+02:00,0,2017-08-29T15:47:37+02:00,0,SophetMic,False,1,0,0,0,9ea38841-8cc0-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Se doter d'une vision pour construire l'avenir de notre agriculture...,"Tant qu'on n'aura pas identifié l'objectif et le but atteindre, quelle vision
pour notre agriculture demain, on avancera à l'aveugle et de manière technique
! Osons rêver et imaginer une nouvelle agriculture plus respectueuse de la
Terre et des Hommes...

",0,0,2017-07-24T07:40:36+02:00,0,2017-07-24T07:40:36+02:00,0,Maries,False,0,0,0,0,9ed47a58-7032-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,rémunération producteurs,"L'atelier intitulé"" Rendre les prix d'achat des produits agricoles plus
rémunérateurs pour les agriculteurs "" sera co-présidé par François Eyraud
directeur général de_ Danone Produits frais France_, et Serge Papin, pédégé de
l'enseigne_ Système U._( source_:Le Canard enchaîné_).

  

Ces dirigeants seront n'en doutons pas d'une totale impartialité et feront
passer à coup sûr les intérêts des agriculteurs avant ceux de leurs
entreprises! Oui oui oui on y croit.

",0,1,2017-08-24T14:41:58+02:00,0,2017-08-24T14:41:58+02:00,0,ALEX,False,1,1,0,0,9ee56a76-88c9-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,"Créer une association de producteurs par filière, qui fixe le prix de vente minimum au départ des exploitations","Cette association, créée par filière, étudierais les débouchés pour fixer un
prix qui resterais compétitif dans la mesure du possible. Elle étudierais
aussi surtout, par des remontés d'informations ou des études complémentaires
(évolution du cours du pétrole, des engrais, des aliments du bétails...), le
coût de production des exploitations (charges de fonctionnement/production,
charges de structure, salaire minimum pour les producteurs) et fixerais un
prix qui couvrirais au moins le coût de production. Le but étant que les
produits bruts agricoles ne puisse plus être vendus à perte.

",0,12,2017-07-20T10:30:00+02:00,0,2017-07-20T10:30:00+02:00,1,Deudeuche35,False,18,2,0,5,9f31d344-6d25-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Créer un Institut du sol,"L'agriculture et l'élevage sont des activités qui utilisent et valorisent le
substrat ""sol"" et pourtant le sol est le parent pauvre des politiques
agricoles, de la recherche, de l'enseignement agricole, et même de
l'aménagement du territoire. C'est pourtant lui qui nourrit, c'est aussi un
épurateur, la première source de biodiversité, une réponse au changement
climatique (cf. 4p1000),... Cet Institut réunirait les compétences disparates
existant au niveau français et les renforcerait. Il pourrait aussi être
consulté sur les projets portant atteinte à santé, son existence même.
Objectif: redonner de la valeur au sol!

",0,11,2017-08-03T09:30:27+02:00,0,2017-08-03T09:30:27+02:00,0,Thierry,False,11,3,0,0,9f6de45d-781d-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Solutions,Œuvrer au niveau européen pour le renforcement des dimensions de développement durable lors des négociations commerciales,"La France doit s'associer avec ses partenaires europeens pour rendre
operationnelle dans les negociations commerciales la prise en compte des
enjeux environnementaux.

",0,55,2017-07-20T18:43:56+02:00,0,2017-07-20T18:43:56+02:00,0,Etats généraux de l'alimentation,True,56,9,0,1,9fab0a56-6d6a-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Valorisation : entre le conventionnel et le bio... RIEN !,"Aujourd'hui le conventionnel est montré du doigt et le bio est encensé, ne
vous êtes vous jamais demandé _pourquoi reste-il des conventionnels si le bio
est si merveilleux?_ Il existe _une infinité de réponses_ selon chaque
situation économique, de main-d’œuvre, topographique, climatique...etc

  

Une agriculture moins gourmande en intrants pourrait être encouragée _s'il
existait des paliers entre les deux ""extrêmes""_ qui permettraient à chaque
agriculteur de placer la barre là où il le peux, aux _objectifs qu'il peut
atteindre avec une valorisation correspondante qui le motiverais._

  

Bon pour son revenu, bon pour l'environnement et moins effrayant pour le
consommateur.

",0,17,2017-07-26T20:31:22+02:00,0,2017-07-26T20:31:22+02:00,9,Blaise Lapierre,False,30,3,0,4,9ffa2cb7-7230-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Favoriser voire rendre obligatoire la signature de contrat entre agriculteur et 1 er acheteur,"Ces contrats doivent engager les parties sur les prix pour des périodes de 6
mois minimum.

Les exploitants doivent pouvoir se regrouper sans limites pour négocier
certains termes du contrats dont les prix.

",0,0,2017-07-23T17:28:48+02:00,0,2017-07-23T17:28:48+02:00,0,Marc Nonon,False,0,0,0,0,a0241050-6fbb-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Rejeter le  TAFTA,"L'accord de commerce en négociation avec les Etats-Unis permettrait, s'il est
voté par l'UE, aux multinationales d'attaquer un Etat si leurs intérêts sont
menacés. Autant dire que les normes environnementales qu'on voudrait adopter,
pour garantir la sécurité alimentaire notamment, seraient vite retoquées. Ou
que leur mise en place coûteraient très cher aux Etats soucieux de l'intérêt
de leurs citoyens.

",0,2,2017-08-25T22:04:38+02:00,0,2017-08-25T22:04:38+02:00,0,catpapara,False,2,0,0,0,a0507035-89d0-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Harmoniser les règles européennes,"Supprimer les distorsions de concurrence entre pays européens au sein d'une
même filière agricole. Harmoniser les règles européennes en matières de
subventions agricoles, de règles sanitaires, d'utilisaton de produits de
traitement.... Soit les mêmes règles dans tous les pays européens. supprimer
les rationalisation d'une partie des aides par les États

",0,1,2017-08-24T20:18:27+02:00,0,2017-08-24T20:18:27+02:00,0,ANNA,False,1,0,0,0,a056e724-88f8-11e7-92ee-fa163e947a7a
